timestamp,bible_or_anime,quote,quote_source,image_prompt,image_file,image_file_motivational,tweet_link,tweet_id
,bible,"Whilst it is yet in his greenness, and not cut down, it withereth before any other herb.",Job 8:12,,,,,
,bible,"And the people murmured against Moses, saying, What shall we drink?",Exodus 15:24,,,,,
,anime,Giving up kills people. When people reject giving up… they finally win the right to transcend humanity.,Alucard (Hellsing),,,,,
,anime,"Is it all right to not hold it in anymore? Sanae-san told me, places that I can cry are in a bathroom, or in daddy’s arms.",Ushio,,,,,
,bible,"Whereunto I also labour, striving according to his working, which worketh in me mightily.",Colossians 1:29,,,,,
,bible,Whoso offereth praise glorifieth me: and to him that ordereth his conversation aright will I shew the salvation of God.,Psalms 50:23,,,,,
,bible,Now I am come to make thee understand what shall befall thy people in the latter days: for yet the vision is for many days.,Daniel 10:14,,,,,
,bible,"And Aaron shall burn thereon sweet incense every morning: when he dresseth the lamps, he shall burn incense upon it.",Exodus 30:7,,,,,
,bible,But go rather to the lost sheep of the house of Israel.,Matthew 10:6,,,,,
,anime,"We are all like fireworks: we climb, we shine and always go our separate ways and become further apart. But even when that time comes, let’s not disappear like a firework and continue to shine.. forever.",Hitsugaya Toshiro (Bleach),,,,,
,anime,The ticket to the future is always open.,Vash The Stampede (Trigun),,,,,
,anime,I refuse to let my fear control me anymore.,Maka Albarn (Soul Eater),,,,,
,bible,And he killed James the brother of John with the sword.,Acts 12:2,,,,,
,anime,"Don’t give up, there’s no shame in falling down! True shame is to not stand up again!",Shintaro Midorima (Kuroko No Basket),,,,,
,anime,You can’t win a game by doing nothing. And if someone else wins it for you then you haven’t accomplished anything. Life is the same way.,Junichirou Kagami (Denpa Kyoushi),,,,,
,anime,"War is not heroic. War is not exhilarating. And, war is full of despair. It’s dark. It’s dreadful. It is a thing of sorrow and gloom.",Izura Kira,,,,,
,anime,"It’s not always possible to do what we want to do, but it’s important to believe in something before you actually do it.",Might Guy (Naruto),,,,,
,anime,Did I make the Japanese people happy? Did I make it work?,Euphemia Li Britannia,,,,,
,bible,Come and see the works of God: he is terrible in his doing toward the children of men.,Psalms 66:5,,,,,
,bible,"The young man saith unto him, All these things have I kept from my youth up: what lack I yet?",Matthew 19:20,,,,,
,bible,"Keep me, O LORD, from the hands of the wicked; preserve me from the violent man; who have purposed to overthrow my goings.",Psalms 140:4,,,,,
,anime,"What good are dreams, if all you do is work? There’s more to life than hitting the books, I hope you know.",Tamaki Suou (Ouran Highschool Host Club),,,,,
,bible,"For out of Jerusalem shall go forth a remnant, and they that escape out of mount Zion: the zeal of the LORD of hosts shall do this.",Isaiah 37:32,,,,,
,bible,But the men of Sodom were wicked and sinners before the LORD exceedingly.,Genesis 13:13,,,,,
,anime,The loneliest people are the kindest. The saddest people smile the brightest. The most damaged people are the wisest. All because they don’t wish to see anyone else suffer the way they did.,Jellal Fernandes,,,,,
,bible,"But watch thou in all things, endure afflictions, do the work of an evangelist, make full proof of thy ministry.",2 Timothy 4:5,,,,,
,bible,"Turn us, O God of our salvation, and cause thine anger toward us to cease.",Psalms 85:4,,,,,
,bible,Why did the knees prevent me? or why the breasts that I should suck?,Job 3:12,,,,,
